r, theta, phi, ground_track_beam_radius, ground_track_beam_area, v_r, v_theta, v_phi, beamwidth, v_groundtrack
36232372.27215309, 36.55551704015384, 42.483072036747195, 2318.4507822423957, 16886732.90711666, 2425.8481152570366, -0.002836408112889012, 0.00535890076130879, 0.004449812006670223, 118.26342873268341
36519862.951146215, 36.222059007956524, 43.12976805700167, 2340.7784211825265, 17213551.494627696, 2401.1301353269832, -0.00278505074592329, 0.005401223121623928, 0.004449812006670222, 115.865472425668
36804306.05075065, 35.8946957546509, 43.78160241030023, 2362.8693733108616, 17539988.28709573, 2375.676667633281, -0.0027341469833517995, 0.005444138621913239, 0.0044498120066702234, 113.49464824061452
37085614.4434858, 35.573375878083276, 44.438643525376285, 2384.7168719700057, 17865843.337881226, 2349.495508801878, -0.0026836725329954193, 0.00548762564088441, 0.004449812006670222, 111.15006418762913
37363701.96205993, 35.258050819686424, 45.10095709894372, 2406.314225074552, 18190915.209126804, 2322.5946783569093, -0.0026336036451411987, 0.005531661360634498, 0.004449812006670223, 108.83086118443238
37638483.425764106, 34.948674800077484, 45.768605945577654, 2427.6548171609275, 18515001.157965202, 2294.9824162651403, -0.0025839171079640286, 0.005576221709460604, 0.004449812006670222, 106.53621163856619
37909874.66656374, 34.645204755092884, 46.441649840940755, 2448.732111413773, 18837897.3250197, 2266.6671804109624, -0.0025345902438770034, 0.005621281306281343, 0.004449812006670223, 104.26531811683142
38177792.55487996, 34.34760027215031, 47.12014535858282, 2469.539651668217, 19159398.924984254, 2237.6576440053045, -0.002485600906799839, 0.005666813406961196, 0.004449812006670223, 102.01741209903358
38442155.025053084, 34.05582352682587, 47.804145700582836, 2490.071064387472, 19479300.439068496, 2207.962692930761, -0.002436927480361502, 0.005712789852882377, 0.004449812006670223, 99.79175281318673
38702881.10047994, 33.76983921953727, 48.493700522343254, 2510.320060615093, 19797395.80908897, 2177.591423017647, -0.0023885488770148443, 0.0057591810221038165, 0.004449812006670223, 97.58762614912796
38959890.91841784, 33.48961451222331, 49.18885575189339, 2530.2804379013546, 20113478.632987227, 2146.5531372596297, -0.002340444538067285, 0.0058059557835017025, 0.004449812006670223, 95.40434364917563
39213105.75444717, 33.215118964913266, 49.889653404107385, 2549.946082203104, 20427342.361552056, 2114.857342962531, -0.002292594434600711, 0.0058530814542952095, 0.004449812006670223, 93.2412415741039
39462448.04658538, 32.946324472080654, 50.596131390294225, 2569.3109697565533, 20738780.496122465, 2082.513748833138, -0.002244979069271821, 0.005900523761394327, 0.004449812006670223, 91.09768004365306
39707841.41904503, 32.68320519868048, 51.30832332367101, 2588.369168922416, 21047586.787046157, 2049.5322620058514, -0.002197579478956229, 0.00594824680701618, 0.004449812006670223, 88.97304225122038
39949210.705628306, 32.42573751577144, 52.026258321289575, 2607.1148420028194, 21353555.43266665, 2015.9229850068582, -0.0021503772382147276, 0.005996213039063583, 0.004449812006670222, 86.86673375402496
40186481.97275103, 32.17389993563022, 52.749960803042725, 2625.5422470294366, 21656481.27861201, 1981.6962126594956, -0.002103354463535016, 0.00604438322673394, 0.004449812006670222, 84.77818183873765
40419582.54208925, 31.92767304626931, 53.479450288441825, 2643.645739522309, 21956160.01715737, 1946.8624289320594, -0.002056493818314131, 0.006092716441905301, 0.004449812006670223, 82.70683496603239
40648441.01284145, 31.687039445275897, 54.21474119191661, 2661.419774218814, 22252388.386432774, 1911.432303727239, -0.0020097785185283937, 0.006141170046794137, 0.004449812006670223, 80.65216229648637
40872987.28359883, 31.45198367289753, 54.9558426174521, 2678.8589067721987, 22544964.369247347, 1875.4166896093898, -0.001963192339024482, 0.006189699688418717, 0.004449812006670223, 78.61365330242573
41093152.57381836, 31.22249214430518, 55.70275815344481, 2695.9577954192578, 22833687.391302843, 1838.8266184858178, -0.0019167196203899207, 0.006238259300430664, 0.004449812006670223, 76.59081747159681
41308869.444890864, 30.99855308097563, 56.45548566872092, 2712.711202616563, 23118358.518567845, 1801.6732982254644, -0.0018703452763083532, 0.0062868011128196, 0.004449812006670223, 74.58318411020835
41520071.82079778, 30.78015644114272, 57.21401711072295, 2729.1139966447486, 23398780.653585464, 1763.9681092230176, -0.0018240548013366694, 0.006335275670024915, 0.0044498120066702234, 72.59030225405569
41726695.00835119, 30.567293849277345, 57.97833830693671, 2745.161153180428, 23674758.730489746, 1725.7226009184055, -0.0017778342790166584, 0.006383631857998095, 0.004449812006670222, 70.61174070061925
41928675.71700968, 30.359958524567705, 58.7484287706843, 2760.8477568351723, 23946099.908504672, 1686.9484882540635, -0.0017316703902251372, 0.0064318169406683895, 0.004449812006670223, 68.64708817592468
42125952.07826489, 30.15814520838257, 59.52426151247013, 2776.169002661144, 24212613.763703585, 1647.6576480897602, -0.0016855504216676954, 0.006479776606322083, 0.004449812006670223, 66.69595365484913
42318463.66459249, 29.96185009071319, 60.30580285811672, 2791.120197622902, 24474112.478807505, 1607.862115563911, -0.0016394622744091423, 0.006527455024310122, 0.004449812006670223, 64.75796685740379
42506151.507961504, 29.7710707356032, 61.09301227497398, 2805.69676203491, 24730411.03080273, 1567.5740804057286, -0.0015933944723258292, 0.006574794912478974, 0.004449812006670223, 62.83277894935768
42688958.1178968, 29.58580600558909, 61.88584220752907, 2819.894230964337, 24981327.3761614, 1526.8058832025727, -0.0015473361703692832, 0.006621737615683875, 0.004449812006670223, 60.92006348171284
42866827.49908901, 29.40605598519028, 62.68423792377603, 2833.7082555987113, 25226682.63345067, 1485.5700116203768, -0.0015012771625042465, 0.006668223195654855, 0.004449812006670222, 59.019517612882176
43039705.168546356, 29.231821903501462, 63.48813737373154, 2847.1346045780024, 25466301.263119012, 1443.879096577782, -0.0014552078892062013, 0.006714190532441911, 0.004449812006670223, 57.130863668021554
43207538.17228326, 29.063106055956975, 64.29747106149978, 2860.169165290716, 25700011.244251363, 1401.7459083769565, -0.0014091194443767803, 0.006759577437576976, 0.004449812006670223, 55.25385110347473
43370275.10154066, 28.899911725353757, 65.11216193229627, 2872.8079451336334, 25927644.2480887, 1359.1833527926633, -0.001363003581536181, 0.006804320779012136, 0.004449812006670223, 53.388258962865024
43527866.108532906, 28.742243102234042, 65.93212527583816, 2885.0470727347706, 26149035.808110338, 1316.2044671182025, -0.0013168527191704524, 0.006848356617812136, 0.004449812006670223, 51.53389893337829
43680262.921716705, 28.590105204748667, 66.75726864748798, 2896.8827991392286, 26364025.48648228, 1272.8224161735823, -0.001270659945069565, 0.006891620356432642, 0.004449812006670223, 49.69061914188258
43827418.860577, 28.443503798136664, 67.58749180851369, 2908.311498957518, 26572457.03667763, 1229.0504882707535, -0.0012244190195321745, 0.006934046898379328, 0.004449812006670223, 47.85830886868436
43969288.84992575, 28.302445313973948, 68.42268668678304, 2919.32967147606, 26774178.56208109, 1184.902091145489, -0.0011781243772941168, 0.006975570818875899, 0.004449812006670223, 46.036904409320954
44105829.43370878, 28.166936769361417, 69.26273735915198, 2929.9339417294796, 26969042.670392547, 1140.390747848941, -0.0011317711280344706, 0.007016126546053981, 0.004449812006670223, 44.226396383214755
44236998.78831674, 28.036985686237653, 70.10752005673855, 2940.121061534385, 27156906.623650678, 1095.5300926055318, -0.001085355055334889, 0.007055648552092402, 0.004449812006670223, 42.4268388819422
44362756.735396184, 27.912600011017123, 70.95690319418519, 2949.8879104843263, 27337632.483702317, 1050.3338666382392, -0.0010388726139609872, 0.007094071553570087, 0.004449812006670223, 40.638360972841944
44483064.754156485, 27.793788034769864, 71.81074742391039, 2959.2314969055983, 27511087.252947796, 1004.8159139578506, -0.0009923209253398587, 0.007131330720176956, 0.004449812006670223, 38.86118124795056
44597885.993168995, 27.680558314171396, 72.66890571623604, 2968.1489587736096, 27677143.010198753, 958.9901771219128, -0.0009456977711271666, 0.007167361890828901, 0.004449812006670223, 37.095626341576164
44707185.28165517, 27.57291959346424, 73.53122346614427, 2976.6375645895596, 27835677.041490715, 912.8706929668003, -0.000899001584758087, 0.007202101796077696, 0.004449812006670223, 35.342154668372714
44810929.140259564, 27.470880727683316, 74.3975386272729, 2984.6947142171143, 27986571.96569732, 866.4715883051844, -0.0008522314408913945, 0.007235488285609127, 0.004449812006670223, 33.601387094344126
44909085.791304834, 27.374450607406906, 75.26768187359862, 2992.3179396788473, 28129715.854800317, 819.8070755998555, -0.0008053870426680018, 0.007267460559491351, 0.0044498120066702234, 31.874146900973766
45001625.16852566, 27.283638085301572, 76.14147678908883, 2999.5049059122134, 28265002.348675378, 772.8914486115352, -0.0007584687067276321, 0.007297959401769625, 0.004449812006670223, 30.161512332876804
45088518.92627819, 27.198451904736146, 77.01874008541898, 3006.253411484792, 28392330.76425941, 725.7390780185615, -0.0007114773459279321, 0.007326927414870977, 0.004449812006670222, 28.46488635073304
45169740.44822265, 27.118900630742395, 77.89928184766188, 3012.5613892686124, 28511606.19897261, 678.3644070165981, -0.0006644144497450448, 0.007354309253225874, 0.004449812006670223, 26.786090140197967
45245264.85547603, 27.04499258360121, 78.7829058076567, 3018.426907073317, 28622739.62827406, 630.7819468927069, -0.0006172820623450802, 0.007380051854450712, 0.004449812006670223, 25.127489724695984
45315069.01423294, 26.976735775333037, 79.66940964456106, 3023.848168238035, 28725647.99723818, 583.006272583801, -0.0005700827583278487, 0.007404104666380918, 0.004449812006670223, 23.49216907804406
45379131.54285148, 26.914137849365797, 80.55858531188161, 3028.823512181693, 28820254.30604361, 535.0520182078424, -0.0005228196161883149, 0.007426419868220855, 0.004449812006670223, 21.88416894203419
45437432.81840277, 26.857206023649834, 81.4502193900691, 3033.351414911678, 28906487.689276278, 486.9338725849583, -0.0004754961895270753, 0.0074469525840579545, 0.004449812006670223, 20.30881866368653
45489954.98268153, 26.80594703747875, 82.34409346355727, 3037.4304894906436, 28984283.488953054, 438.66657473559616, -0.00042811647609849394, 0.007465661087019979, 0.004449812006670223, 18.773199070451504
45536681.94767631, 26.7603671022655, 83.23998452092026, 3041.0594864613477, 29053583.32118148, 390.26490936778805, -0.00038068488477637093, 0.00748250699235937, 0.0044498120066702234, 17.28678670838964
45577599.400497295, 26.72047185650878, 84.13766537662691, 3044.237294229364, 29114335.136377063, 341.7437023467434, -0.00033320620055660643, 0.007497455437833097, 0.004449812006670223, 15.86233871283851
45612694.807760574, 26.686266325169203, 85.03690511268287, 3046.962939403586, 29166493.272968628, 293.11781615516946, -0.0002856855477262017, 0.007510475249804742, 0.004449812006670223, 14.517067572670166
45641957.41942714, 26.657754883656917, 85.93746953827178, 3049.2355870943725, 29210018.50452811, 244.4021453392788, -0.00023812835134873916, 0.007521539093574073, 0.004449812006670223, 13.2740859371818
45665378.2720957, 26.634941226611662, 86.83912166535039, 3051.054541169284, 29244878.080270417, 195.6116119468329, -0.00019054029723755144, 0.007530623606624351, 0.004449812006670223, 12.163887566017358
45682950.19174843, 26.61782834163456, 87.74162219800137, 3052.4192444663277, 29271045.758876123, 146.76116095827757, -0.00014292729059882622, 0.00753770951352725, 0.004449812006670223, 11.225139212711492
45694667.79594821, 26.606418488107167, 88.64473003322438, 3053.3292789646016, 29288501.835596588, 97.865755705371, -9.529541354259198e-05, 0.0075427817214752885, 0.004449812006670223, 10.5032483300447
45700527.49548744, 26.600713181207556, 89.54820277073541, 3053.7843659123514, 29297233.162611052, 48.94037329099408, -4.7650881677005906e-05, 0.00754582939551919, 0.004449812006670223, 10.044584239020304
45700527.49548744, 26.600713181207556, 90.45179722926453, 3053.7843659123514, 29297233.162611052, 0.0, 0.0, 0.007546846012842671, 0.004449812006670223, 9.885552557253725
45694667.79594821, 26.606418488107167, 91.35526996677557, 3053.3292789646016, 29288501.835596588, -48.94037329099408, 4.7650881677005906e-05, 0.00754582939551919, 0.004449812006670223, 10.040302576148948
45682950.19174843, 26.61782834163456, 92.25837780199855, 3052.4192444663277, 29271045.758876123, -97.865755705371, 9.529541354259198e-05, 0.007542781721475051, 0.004449812006670223, 10.495057437340847
45665378.2720957, 26.634941226611662, 93.16087833464958, 3051.054541169284, 29244878.080270417, -146.76116095827757, 0.00014292729059882622, 0.007537709513527725, 0.004449812006670223, 11.21364144380014
45641957.41942714, 26.657754883656917, 94.06253046172812, 3049.2355870943725, 29210018.50452811, -195.6116119468329, 0.00019054029723755144, 0.0075306236066237575, 0.004449812006670223, 12.149739068701635
45612694.8077606, 26.686266325169203, 94.96309488731701, 3046.9629394035874, 29166493.272968654, -244.40214533909213, 0.00023812835134873916, 0.007521539093573954, 0.004449812006670222, 13.25787860328006
45577599.400497295, 26.72047185650878, 95.862334623373, 3044.237294229364, 29114335.136377063, -293.11781615535614, 0.0002856855477262017, 0.007510475249804979, 0.004449812006670223, 14.499283436884399
45536681.94767631, 26.7603671022655, 96.76001547907977, 3041.0594864613477, 29053583.32118148, -341.7437023467434, 0.00033320620055660643, 0.007497455437834046, 0.0044498120066702234, 15.84334976539319
45489954.98268155, 26.80594703747875, 97.65590653644264, 3037.4304894906454, 28984283.48895309, -390.2649093676013, 0.00038068488477637093, 0.007482506992358421, 0.004449812006670223, 17.266872910252403
45437432.81840277, 26.857206023649834, 98.54978060993082, 3033.351414911678, 28906487.689276278, -438.66657473578283, 0.00042811647609849394, 0.007465661087019979, 0.004449812006670223, 18.752569433528738
45379131.54285148, 26.914137849365797, 99.4414146881183, 3028.823512181693, 28820254.30604361, -486.9338725849583, 0.0004754961895270753, 0.0074469525840579545, 0.004449812006670223, 20.28762951502224
45315069.01423294, 26.976735775333037, 100.33059035543891, 3023.848168238035, 28725647.99723818, -535.0520182078424, 0.0005228196161883149, 0.007426419868221329, 0.004449812006670223, 21.862538066721015
45245264.85547603, 27.04499258360121, 101.21709419234325, 3018.426907073317, 28622739.62827406, -583.006272583801, 0.0005700827583278487, 0.007404104666380799, 0.004449812006670223, 23.47018614070697
45169740.448222645, 27.118900630742367, 102.10071815233803, 3012.5613892686115, 28511606.198972594, -630.781946892769, 0.0006172820623448429, 0.007380051854450356, 0.004449812006670223, 25.105223789155346
45088518.92627818, 27.19845190473613, 102.98125991458092, 3006.253411484792, 28392330.76425941, -678.3644070165981, 0.0006644144497451634, 0.007354309253225755, 0.004449812006670223, 26.763595060460453
45001625.16852568, 27.283638085301558, 103.85852321091104, 2999.5049059122152, 28265002.348675415, -725.7390780183126, 0.0007114773459279321, 0.00732692741487074, 0.004449812006670223, 28.44220464206982
44909085.791304834, 27.374450607406906, 104.73231812640128, 2992.3179396788473, 28129715.854800317, -772.8914486117219, 0.0007584687067277507, 0.007297959401769863, 0.0044498120066702234, 30.138677968804387
44810929.140259564, 27.470880727683316, 105.60246137272696, 2984.6947142171143, 27986571.96569732, -819.8070755998555, 0.0008053870426680018, 0.007267460559490995, 0.004449812006670223, 31.851187350542922
44707185.281655185, 27.57291959346421, 106.46877653385559, 2976.6375645895605, 27835677.041490734, -866.4715883050599, 0.0008522314408911572, 0.007235488285609127, 0.004449812006670222, 33.578324821103514
44597885.99316902, 27.68055831417138, 107.33109428376387, 2968.1489587736114, 27677143.010198783, -912.8706929667381, 0.000899001584758176, 0.00720210179607817, 0.004449812006670223, 35.31900824414349
44483064.754156485, 27.793788034769836, 108.18925257608953, 2959.2314969055983, 27511087.252947796, -958.9901771220995, 0.0009456977711270776, 0.007167361890828901, 0.004449812006670223, 37.072411282931704
44362756.73539619, 27.9126000110171, 109.04309680581467, 2949.8879104843268, 27337632.48370233, -1004.8159139577883, 0.0009923209253399178, 0.007131330720176482, 0.004449812006670223, 38.83791065052245
44236998.788316734, 28.036985686237625, 109.89247994326139, 2940.1210615343844, 27156906.623650666, -1050.3338666383638, 0.0010388726139609278, 0.007094071553570799, 0.004449812006670223, 40.61504599715297
44105829.43370875, 28.166936769361403, 110.73726264084803, 2929.9339417294773, 26969042.670392506, -1095.5300926057184, 0.0010853550553350077, 0.007055648552092995, 0.004449812006670223, 42.40348912934782
43969288.849925764, 28.302445313973923, 111.5773133132169, 2919.3296714760613, 26774178.562081113, -1140.3907478485676, 0.0011317711280343817, 0.0070161265460533875, 0.004449812006670223, 44.20302018882676
43827418.860577025, 28.443503798136653, 112.41250819148621, 2908.3114989575197, 26572457.036677662, -1184.9020911454268, 0.0011781243772942354, 0.006975570818875542, 0.004449812006670223, 46.01350907309288
43680262.9217167, 28.59010520474866, 113.24273135251195, 2896.8827991392277, 26364025.486482266, -1229.0504882710022, 0.0012244190195322042, 0.006934046898379565, 0.004449812006670223, 47.83490083829593
43527866.10853291, 28.742243102234003, 114.06787472416171, 2885.047072734771, 26149035.80811035, -1272.8224161734577, 0.0012706599450692981, 0.006891620356432168, 0.004449812006670223, 49.66720415930916
43370275.101540655, 28.899911725353746, 114.88783806770365, 2872.8079451336325, 25927644.248088684, -1316.2044671183269, 0.0013168527191706897, 0.006848356617812612, 0.004449812006670223, 51.51048215286364
43207538.17228327, 29.063106055957004, 115.70252893850024, 2860.1691652907166, 25700011.24425137, -1359.183352792539, 0.0013630035815365073, 0.006804320779012848, 0.004449812006670223, 53.364845046689624
43039705.16854636, 29.231821903501434, 116.51186262626838, 2847.1346045780024, 25466301.263119012, -1401.7459083769565, 0.0014091194443763054, 0.006759577437576204, 0.004449812006670222, 55.23044430009089
42866827.499089025, 29.40605598519028, 117.3157620762239, 2833.7082555987126, 25226682.63345069, -1443.8790965777198, 0.0014552078892064388, 0.006714190532442029, 0.004449812006670223, 57.1074678763735
42688958.117896795, 29.585806005589074, 118.11415779247085, 2819.894230964336, 24981327.37616139, -1485.5700116205635, 0.0015012771625040981, 0.006668223195654736, 0.004449812006670223, 58.996136435576574
42506151.5079615, 29.77107073560317, 118.906987725026, 2805.6967620349096, 24730411.030802723, -1526.8058832025727, 0.001547336170369194, 0.00662173761568435, 0.004449812006670223, 60.896700269161634
42318463.664592505, 29.961850090713163, 119.69419714188317, 2791.120197622903, 24474112.478807524, -1567.574080405542, 0.0015933944723258292, 0.006574794912478202, 0.004449812006670222, 62.80943683689948
42125952.0782649, 30.15814520838252, 120.47573848752975, 2776.169002661145, 24212613.7637036, -1607.8621155639732, 0.0016394622744089643, 0.006527455024310122, 0.004449812006670223, 64.73464879626985
41928675.71700967, 30.359958524567695, 121.25157122931567, 2760.847756835172, 23946099.908504665, -1647.6576480898846, 0.0016855504216680217, 0.006479776606322795, 0.004449812006670223, 66.67266243852258
41726695.0083512, 30.567293849277316, 122.02166169306322, 2745.1611531804288, 23674758.730489764, -1686.9484882539389, 0.0017316703902249889, 0.006431816940668092, 0.004449812006670223, 68.62382646240087
41520071.82079778, 30.780156441142694, 122.78598288927697, 2729.1139966447486, 23398780.653585464, -1725.7226009184678, 0.0017778342790166878, 0.006383631857997917, 0.0044498120066702234, 70.58851103161355
41308869.44489088, 30.9985530809756, 123.54451433127902, 2712.7112026165637, 23118358.51856786, -1763.9681092228932, 0.0018240548013366397, 0.006335275670025094, 0.004449812006670222, 72.56710707113824
41093152.573818386, 31.222492144305168, 124.29724184655511, 2695.957795419259, 22833687.391302865, -1801.673298225402, 0.0018703452763085015, 0.006286801112819482, 0.004449812006670222, 74.56002576901187
40872987.28359883, 31.45198367289753, 125.04415738254787, 2678.8589067721987, 22544964.369247347, -1838.8266184860045, 0.0019167196203900097, 0.006238259300431021, 0.004449812006670223, 76.56769825403309
40648441.01284145, 31.687039445275897, 125.78525880808337, 2661.419774218814, 22252388.386432774, -1875.4166896093898, 0.001963192339024482, 0.006189699688418836, 0.004449812006670223, 78.59057542705494
40419582.5420893, 31.927673046269266, 126.52054971155808, 2643.645739522313, 21956160.017157428, -1911.4323037268655, 0.0020097785185280376, 0.006141170046793484, 0.004449812006670223, 80.62912792800596
40186481.97275102, 32.17389993563021, 127.25003919695726, 2625.5422470294366, 21656481.27861201, -1946.8624289324948, 0.0020564938183144275, 0.006092716441906013, 0.0044498120066702234, 82.68384622324119
39949210.705628306, 32.425737515771395, 127.97374167871037, 2607.1148420028194, 21353555.43266665, -1981.6962126594333, 0.0021033544635347193, 0.0060443832267335846, 0.004449812006670222, 84.75524080162273
39707841.419045046, 32.68320519868044, 128.69167667632888, 2588.3691689224174, 21047586.78704618, -2015.9229850067336, 0.0021503772382147276, 0.005996213039063168, 0.004449812006670223, 86.84384247010026
39462448.04658537, 32.94632447208063, 129.40386860970574, 2569.3109697565524, 20738780.49612245, -2049.5322620060383, 0.002197579478956407, 0.005948246807016774, 0.004449812006670222, 88.9502027411598
39213105.75444716, 33.21511896491326, 130.1103465958926, 2549.9460822031037, 20427342.361552045, -2082.513748833138, 0.00224497906927194, 0.005900523761394446, 0.004449812006670223, 91.07489430616096
38959890.91841784, 33.4896145122233, 130.8111442481066, 2530.2804379013546, 20113478.632987227, -2114.857342962469, 0.0022925944346006517, 0.0058530814542952095, 0.004449812006670223, 93.21851159049623
38702881.10047995, 33.76983921953723, 131.50629947765668, 2510.3200606150945, 19797395.80908899, -2146.5531372595055, 0.0023404445380671066, 0.005805955783501347, 0.0044498120066702234, 95.38167138718386
38442155.02505309, 34.05582352682584, 132.1958542994171, 2490.0710643874722, 19479300.439068504, -2177.591423017709, 0.0023885488770149037, 0.0057591810221038755, 0.004449812006670223, 97.56501356668232
38177792.55487996, 34.34760027215028, 132.87985464141715, 2469.539651668217, 19159398.924984254, -2207.9626929308233, 0.002436927480361502, 0.005712789852882614, 0.004449812006670223, 99.76920186163859
37909874.666563764, 34.64520475509285, 133.5583501590592, 2448.732111413775, 18837897.325019725, -2237.6576440051176, 0.0024856009067997795, 0.0056668134069609594, 0.004449812006670223, 101.9949247260819
37638483.425764136, 34.948674800077434, 134.23139405442225, 2427.65481716093, 18515001.157965243, -2266.6671804109, 0.0025345902438768846, 0.005621281306281046, 0.004449812006670223, 104.24289626924887
37363701.96205996, 35.25805081968637, 134.8990429010562, 2406.314225074554, 18190915.20912684, -2294.9824162651403, 0.002583917107963969, 0.005576221709460604, 0.004449812006670223, 106.51385726471221
37085614.44348582, 35.57337587808322, 135.56135647462364, 2384.7168719700076, 17865843.337881256, -2322.5946783569716, 0.0026336036451411987, 0.005531661360634617, 0.004449812006670223, 108.8085762365214
36804306.05075069, 35.894695754650854, 136.2183975896997, 2362.8693733108644, 17539988.28709577, -2349.4955088017537, 0.002683672532995538, 0.00548762564088441, 0.004449812006670223, 111.12785062384823
36519862.951146245, 36.22205900795648, 136.87023194299826, 2340.778421182529, 17213551.494627737, -2375.676667633343, 0.0027341469833517995, 0.005444138621913298, 0.004449812006670223, 113.47250802712293
