r, theta, phi, ground_track_beam_radius, ground_track_beam_area, v_r, v_theta, v_phi, beamwidth, v_groundtrack
36232372.27215309, 36.555517040153816, 137.51692796325278, 2318.4507822423957, 16886732.90711666, -2401.130135327232, 0.002785050745923468, 0.0054012231216243435, 0.004449812006670223, 115.84340753833386
35941922.07475286, 36.895124161933126, 138.15855666794417, 2295.893295647162, 16559730.79627839, -2425.8481152567256, 0.002836408112888597, 0.005358900761308257, 0.004449812006670223, 118.2414411588976
35648601.32645422, 37.2409376581287, 138.79519152703512, 2273.1128709579234, 16232741.577907342, -2449.8230360830385, 0.002888243924380677, 0.005317192024161098, 0.004449812006670223, 120.66753530945705
35352499.87404147, 37.59301785409154, 139.4269083338402, 2250.1164860237236, 15905959.633790271, -2473.0475540716475, 0.0029405835748797103, 0.005276116314882284, 0.004449812006670222, 123.1226524356948
35053708.41605359, 37.95142818293409, 140.0537850831351, 2226.911184844175, 15579577.136729915, -2495.514555343622, 0.002993453020495526, 0.005235692020135951, 0.004449812006670223, 125.60779271546834
34752318.475002445, 38.316235253750406, 140.675901856584, 2203.5040754118086, 15253783.878873765, -2517.2171580548247, 0.0030468787871149225, 0.005195936569673165, 0.004449812006670223, 128.12399587248325
34448422.36933865, 38.687508920913025, 141.29334071554456, 2179.9023275348436, 14928767.103539033, -2538.1487145025035, 0.0031008879793937003, 0.005156866497948375, 0.004449812006670223, 130.67234310293995
34142113.18517361, 39.065322354544314, 141.90618560129124, 2156.113170641007, 14604711.340719735, -2558.302813162426, 0.0031555082905666398, 0.005118497506079331, 0.004449812006670222, 133.2539591214476
33833484.74776638, 39.44975211225652, 142.51452224268516, 2132.1438915630924, 14281798.246457689, -2577.673280652969, 0.0032107680130432662, 0.0050808445240391855, 0.004449812006670222, 135.87001433387036
33522631.592784114, 39.840878212250246, 143.11843807130418, 2108.001832306936, 13960206.446254216, -2596.2541836260216, 0.003266696049753671, 0.005043921772965593, 0.004449812006670222, 138.52172714453044
33209648.937345, 40.23878420785627, 143.71802214404005, 2083.694387802501, 13640111.382694263, -2614.0398305834374, 0.003323321926203206, 0.005007742827525146, 0.004449812006670223, 141.2103664068811
32894632.650852393, 40.64355726360093, 144.3133650731618, 2059.229003638738, 13321685.167449018, -2631.0247736215492, 0.003380675803197535, 0.004972320678272331, 0.004449812006670222, 143.93725402656895
32577679.225629125, 41.05528823286852, 144.9045589638406, 2034.6131737829392, 13005096.437818049, -2647.2038100994873, 0.00343878849018066, 0.004937667793966954, 0.004449812006670223, 146.70376772735375
32258885.74736105, 41.47407173722867, 145.49169735912992, 2009.8544382852633, 12690510.217965942, -2662.5719842328554, 0.0034976914591412873, 0.004903796183842188, 0.004449812006670223, 149.51134399067644
31938349.8653588, 41.900006247488434, 146.0748751923959, 1984.960380969152, 12378087.78500277, -2677.1245886118327, 0.0035574168590172183, 0.0048707174598279935, 0.0044498120066702234, 152.36148118089974
31616169.762646984, 42.333194166522325, 146.6541887471951, 1959.93862710834, 12067986.540051542, -2690.857165642485, 0.003617997530545061, 0.004838442898752227, 0.004449812006670223, 155.25574286895238
31292444.12588978, 42.773741913923146, 147.22973562460285, 1934.7968410911603, 11760359.88443943, -2703.7655089131254, 0.003679467021467555, 0.004806983504568332, 0.004449812006670223, 158.1957613689488
30967272.11516239, 43.22176001250889, 147.80161471800278, 1909.542724072879, 11455357.101143518, -2715.845664481767, 0.0037418596020354195, 0.004776350070670865, 0.004449812006670223, 161.18324150190412
30640753.333577327, 43.67736317670873, 148.3699261953575, 1884.1840116167543, 11153123.241614824, -2727.093932088441, 0.0038052102807017243, 0.004746553242379083, 0.004449812006670223, 164.2199646046022
30312987.79677517, 44.14067040284072, 148.93477148899228, 1858.7284713245704, 10853799.01809819, -2737.506866287299, 0.0038695548199211725, 0.004717603579685203, 0.004449812006670223, 167.30779279976866
29984075.90228878, 44.61180506128099, 149.4962532929383, 1833.1839004573453, 10557520.701558204, -2747.0812775033914, 0.0039349297519484395, 0.004689511620391507, 0.004449812006670223, 170.44867354801704
29654118.39879081, 45.09089499050946, 150.05447556789665, 1807.558123546972, 10264420.025315033, -2755.814233007429, 0.004001372394510406, 0.004662287943760869, 0.004449812006670223, 173.64464450297675
29323216.355233237, 45.578072593003114, 150.609543553905, 1781.8589899994747, 9974624.094486043, -2763.7030578176145, 0.0040689208662372635, 0.004635943234847641, 0.004449812006670223, 176.89783869100376
28991471.129889216, 46.07347493292923, 151.1615637908062, 1756.0943716906816, 9688255.301323185, -2770.7453355154144, 0.004137614101695909, 0.004610488349660523, 0.004449812006670223, 180.21049004216206
28658984.339306053, 46.57724383557407, 151.71064414664443, 1730.27216055499, 9405431.246527487, -2776.938908987961, 0.0042074918658842895, 0.004585934381374195, 0.004449812006670223, 183.58493929810064
28325857.82717919, 47.089525988420036, 152.25689385413722, 1704.4002661680017, 9126264.66661558, -2782.2818810876984, 0.004278594767999506, 0.004562292727778632, 0.004449812006670223, 187.0236403274783
27992193.63315649, 47.61047304376375, 152.80042355540212, 1678.486613323741, 8850863.367405105, -2786.7726152145783, 0.0043509642743079615, 0.0045395751602215345, 0.004449812006670223, 190.52916688025144
27658093.961582646, 48.14024172273997, 153.34134535514374, 1652.5391396072262, 8579330.163678896, -2790.409735816093, 0.004424642719886532, 0.004517793894270806, 0.004449812006670222, 194.10421981627312
27323661.150193036, 48.678993920591, 153.87977288254507, 1626.5657929631125, 8311762.825079503, -2793.1921288095473, 0.004499673319024934, 0.004496961662412082, 0.004449812006670223, 197.7516348464459
26988997.638766736, 49.22689681298922, 154.41582136213967, 1600.574529261163, 8048254.028278593, -2795.1189419231296, 0.004576100174022091, 0.004477091789057849, 0.004449812006670223, 201.47439082806616
26654205.93774836, 49.784122963187166, 154.94960769398327, 1574.5733098593012, 7788891.315457759, -2796.1895849563, 0.004653968282096945, 0.004458198268215696, 0.004449812006670223, 205.27561865990316
26319388.596848138, 50.35085042973302, 155.48125054348688, 1548.5700991649687, 7533757.059129375, -2796.403729961593, 0.004733323540111353, 0.004440295844181938, 0.004449812006670223, 209.15861082773608
25984648.173630025, 50.92726287444772, 156.01087044132026, 1522.5728621955595, 7282928.433318731, -2795.761311344392, 0.004814212746754976, 0.004423400095649483, 0.004449812006670223, 213.12683165350637
25650087.20209734, 51.51354967031535, 156.5385898938471, 1496.5895621386564, 7036477.391120477, -2794.262525883845, 0.0048966836018210945, 0.004407527523668816, 0.004449812006670223, 217.18392830963785
25315808.161285844, 52.109906008888714, 157.06453350460973, 1470.628157912849, 6794470.648635082, -2791.9078326705367, 0.00498078470215723, 0.004392695643934278, 0.004449812006670223, 221.33374266333783
24981913.443873316, 52.716533006757835, 157.5888281074439, 1444.696601729832, 6556969.675282455, -2788.6979529686614, 0.005066565533838752, 0.004378923083918558, 0.0044498120066702234, 225.58032402313296
24648505.32481581, 53.33363781056741, 158.11160291187065, 1418.8028366585747, 6324030.690482923, -2784.6338699934004, 0.0051540764600498, 0.004366229685410889, 0.004449812006670223, 229.92794286706226
24315685.93001993, 53.96143370000505, 158.6329896614872, 1392.9547941922901, 6095704.666687454, -2779.7168286098654, 0.00524336870413514, 0.004354636613086091, 0.004449812006670222, 234.38110564000874
23983557.205060802, 54.60014018810757, 159.1531228061614, 1367.16039181895, 5872037.338731349, -2773.948334951584, 0.005334494327200323, 0.004344166469791907, 0.004449812006670223, 238.9445707156682
23652220.88395508, 55.249983118153274, 159.67213968892136, 1341.4275305960764, 5653069.219477858, -2767.330155960793, 0.0054275061995983165, 0.004334843419282443, 0.004449812006670223, 243.62336562949216
23321778.457999066, 55.911194756319375, 160.1901807485323, 1315.7640927305893, 5438835.6217109235, -2759.8643188446013, 0.00552245796555893, 0.004326693317240642, 0.0044498120066702234, 248.4228056994495
22992331.144680876, 56.58401387918773, 160.7073897388603, 1290.1779391644047, 5229366.686227903, -2751.553110456575, 0.0056194040001626925, 0.004319743851480679, 0.004449812006670223, 253.34851416357674
22663979.856676687, 57.2686858550744, 161.22391396624158, 1264.6769071665647, 5024687.416076348, -2742.39907659453, 0.005718399357756759, 0.004314024692332243, 0.004449812006670223, 258.4064439765883
22336825.170940284, 57.96546271804297, 161.73990454620937, 1239.26880793261, 4824817.7168708965, -2732.405021221165, 0.005819499710849484, 0.00430956765431385, 0.004449812006670223, 263.6029014252082
22010967.29789539, 58.674603233332626, 162.25551668107448, 1213.9614241919378, 4629772.443119184, -2721.574005605758, 0.005922761278406503, 0.004306406870305819, 0.004449812006670223, 268.9445717346681
21686506.050740365, 59.39637295279181, 162.77090996001942, 1188.7625078238866, 4439561.450478437, -2709.90934738559, 0.006028240742376796, 0.004304578979582377, 0.004449812006670223, 274.43854686411134
21363540.8148744, 60.131044258754315, 163.28624868354427, 1163.6797774832557, 4254189.653856995, -2697.4146195511707, 0.006135995151163742, 0.004304123331198615, 0.0044498120066702234, 280.09235570386136
21042170.517455097, 60.87889639462553, 163.8017022143018, 1138.720916236028, 4073657.0912683457, -2684.0936493489803, 0.006246081808627752, 0.0043050822043944345, 0.004449812006670222, 285.9139969168837
20722493.597095996, 61.64021548026331, 164.3174453565823, 1113.8935692059642, 3897958.993337686, -2669.9505171126225, 0.006358558147090925, 0.004307501047877703, 0.004449812006670223, 291.91197469104395
20404607.97371398, 62.415294510034286, 164.8336587669558, 1089.2053412328346, 3727085.858354811, -2654.9895550109622, 0.006473481582641434, 0.004311428740050881, 0.004449812006670223, 298.0953377008618
20088611.018535603, 63.20443333120675, 165.35052939885327, 1064.663794542995, 3561023.532760166, -2639.2153457208447, 0.006590909350904233, 0.004316917872471822, 0.004449812006670223, 304.4737216128654
19774599.524271317, 64.00793860010056, 165.86825098418177, 1040.2764464330007, 3399753.296944189, -2622.632721024863, 0.006710898321267135, 0.0043240250591611, 0.004449812006670223, 311.05739550545184
19462669.675467078, 64.82612371314927, 166.38702455540866, 1016.0507669669989, 3243251.956234081, -2605.2467603297528, 0.006833504787346995, 0.004332811274600846, 0.004449812006670223, 317.8573126227095
19152917.019042064, 65.65930870974526, 166.90705901194215, 991.9941766885728, 3091491.93693548, -2587.0627891120753, 0.006958784231320272, 0.004343342223699747, 0.004449812006670223, 324.88516592894484
18845436.43502186, 66.50782014342215, 167.42857173506732, 968.1140443477678, 2944441.3872908456, -2568.0863772856496, 0.007086791059475645, 0.0043556887473287925, 0.004449812006670223, 332.15344898954436
18540322.10747581, 67.37199091758961, 167.9517892561877, 944.417684643974, 2802064.28321014, -2548.3233374962997, 0.007217578306154196, 0.0043699272675315915, 0.004449812006670223, 339.67552277038266
18237667.49566766, 68.25216008166237, 168.47694798367357, 920.9123559853728, 2664320.538623964, -2527.779723340566, 0.007351197302960786, 0.004386140277008453, 0.004449812006670223, 347.46568901911814
17937565.305428047, 69.14867258302108, 169.00429499423853, 897.605258265614, 2531166.120303517, -2506.4618275126318, 0.007487697309870818, 0.004404416878059563, 0.004449812006670223, 355.53927098265103
17640107.46075792, 70.06187896980065, 169.5340888954698, 874.503530658428, 2402553.166986743, -2484.3761798758333, 0.007627125104539096, 0.004424853376861175, 0.004449812006670223, 363.9127023051875
17345385.075671393, 70.99213503902337, 170.06660076693052, 851.6142494308322, 2278430.112644649, -2461.529545462636, 0.007769524525819119, 0.004447553939702682, 0.0044498120066702234, 372.6036250708769
17053488.426286742, 71.93980142407169, 170.60211518815404, 828.944425775609, 2158741.8137170193, -2437.928922402433, 0.007914935967125041, 0.004472631318710432, 0.004449812006670223, 381.63099807595523
16764506.92317391, 72.90524311493009, 171.14093136287048, 806.5010036637085, 2043429.6801419663, -2413.581539778878, 0.008063395814918045, 0.004500207655581606, 0.004449812006670223, 391.0152165674173
16478529.083967337, 73.88882890400654, 171.6833643499681, 784.290857717252, 1932431.8099994543, -2388.494855414109, 0.00821493582714486, 0.004530415373037683, 0.004449812006670223, 400.77824485314704
16195642.506252194, 74.89093074967735, 172.22974641301377, 762.320791103774, 1825683.127584483, -2362.676553585188, 0.008369582446060729, 0.004563398165032256, 0.004449812006670223, 410.9437633831955
15915933.840732398, 75.91192304896755, 172.78042850166412, 740.5975334523453, 1723115.524721733, -2336.1345426706225, 0.008527356039327739, 0.004599312098305491, 0.004449812006670223, 421.53733213061025
15639488.764688842, 76.95218180998812, 173.33578188002042, 719.1277387922369, 1624658.0051297517, -2308.8769527265495, 0.008688270062780359, 0.004638326839663682, 0.004449812006670223, 432.5865723580546
15366391.955735547, 78.01208371388745, 173.89619991895015, 697.917983514721, 1530236.8316389993, -2280.9121329984587, 0.00885233013764581, 0.004680627025431939, 0.004449812006670223, 444.12136916563026
15096727.065882213, 79.0920050551333, 174.46210007165368, 676.9747643586683, 1439775.6760651069, -2252.2486493621204, 0.009019533034356654, 0.004726413791923586, 0.004449812006670222, 456.1740975629404
14830576.695910817, 80.192320547914, 175.03392605434323, 656.3044964205357, 1353195.7715353777, -2222.8952817006666, 0.009189865554375194, 0.004775906488542726, 0.004449812006670223, 468.7798752248935
14568022.370074334, 81.31340198532452, 175.61215025687886, 635.9135111893704, 1270416.067063977, -2192.8610212142185, 0.009363303300648723, 0.004829344598392759, 0.004449812006670223, 481.9768455666587
14309144.511125017, 82.45561673677015, 176.19727641162933, 615.8080546074104, 1191353.384168545, -2162.1550676673946, 0.00953980932639799, 0.004886989894976503, 0.004449812006670223, 495.8064953379624
14054022.415680245, 83.61932606766423, 176.789842552778, 595.9942851569, 1115922.575318908, -2130.7868265699567, 0.0097193326509127, 0.004949128868002337, 0.004449812006670223, 510.31401159406613
13802734.229933247, 84.80488326400078, 177.3904243028533, 576.4782719736911, 1044036.6840063798, -2098.765906296331, 0.009901806629861183, 0.00501607545637218, 0.004449812006670223, 525.5486836716594
13555356.925716203, 86.01263154272291, 177.999638528542, 557.2659929882108, 975607.1062204742, -2066.1021151426394, 0.010087147166250664, 0.005088174132442059, 0.004449812006670222, 541.5643567111954
13311966.276923137, 87.24290172695791, 178.6181474139502, 538.3633330943723, 910543.7531184078, -2032.805458321609, 0.010275250746586945, 0.005165803388556609, 0.004449812006670223, 558.4199443344803
13072636.836299593, 88.4960096631195, 179.24666300657174, 519.7760823469705, 848755.2146714393, -1998.8861348992732, 0.010465992284942566, 0.005249379685115109, 0.004449812006670223, 576.1800093573305
12837441.912606552, 89.77225335453697, 179.88595229945034, 501.50993418814477, 790148.9240713537, -1964.3545346692374, 0.01065922275538089, 0.005339361928876233, 0.004449812006670223, 594.9154229136153
12606453.548165219, 91.07190978362057, -179.46315707739373, 483.57048370341863, 734631.3226794968, -1929.2212349717063, 0.010854766590601965, -3.001293741590407, 0.004449812006670222, 614.7041141468101
12379742.496789914, 92.39523139153327, -178.7997704720575, 465.96322590788395, 682108.0253005921, -1893.4969974519454, 0.011052418821427249, 0.005540623351768422, 0.004449812006670223, 635.6319247386323
12157378.202115428, 93.7424421808415, -178.1229190351535, 448.69355406301855, 632483.9855632329, -1857.1927647657742, 0.011251941927908352, 0.005653081998976447, 0.004449812006670222, 657.7935850600107
11939428.77632589, 95.11373340254916, -177.43155164113702, 431.7667580246886, 585663.6611893056, -1820.3196572260968, 0.011453062368085793, 0.005774319675926388, 0.004449812006670223, 681.2938317324612
11725960.979291353, 96.50925878416109, -176.72452577649108, 415.18802262281406, 541551.1789348267, -1782.8889693976596, 0.011655466744652938, 0.005905099657500781, 0.004449812006670223, 706.2486899673779
11517040.198118664, 97.92912924980321, -176.00059724403857, 398.9624260732109, 500050.4989855001, -1744.9121666368478, 0.011858797562600424, 0.006046271208452968, 0.004449812006670222, 732.7869483455911
11312730.427122824, 99.3734070767542, -175.25840850853527, 383.09493842208946, 461065.57859118754, -1706.4008815798625, 0.012062648522109108, 0.006198780931467381, 0.004449812006670223, 761.0518588216836
11113094.248224905, 100.84209942475776, -174.4964754805614, 367.59042002368005, 424500.53472472506, -1667.3669105800127, 0.012266559279995924, 0.006363685810532732, 0.004449812006670222, 791.2031008963412
10918192.811782675, 102.33515116487308, -173.71317250295036, 352.4536200514659, 390259.8055520556, -1627.822210093778, 0.012470009599438095, 0.006542168223402436, 0.004449812006670223, 823.4190562630264
10728085.817859683, 103.8524369229936, -172.90671526587607, 337.6891750434672, 358248.3105023471, -1587.7788930187535, 0.012672412790860309, 0.006735553241494431, 0.004449812006670223, 857.899449068409
10542831.49793862, 105.39375223902634, -172.0751413325434, 323.30160748203014, 328371.60872883804, -1547.2492249830582, 0.012873108325907491, 0.006945328586201489, 0.004449812006670223, 894.8684174944038
10362486.597084442, 106.95880372548098, -171.21628790645855, 309.29532440854626, 300536.0557533929, -1506.2456205888811, 0.013071353480487406, 0.007173167667291513, 0.004449812006670222, 934.5780949802282
10187106.356562898, 108.54719808812027, -170.3277664128456, 295.6746160735397, 274648.9580903472, -1464.7806396089832, 0.013266313830675058, 0.0074209561912468285, 0.004449812006670223, 977.31279443231
10016744.49691958, 110.15842984547191, -169.40693340045848, 282.44365462252097, 250618.7256479509, -1422.8669831403254, 0.013457052385567481, 0.007690822893424854, 0.004449812006670223, 1023.3939065197807
9851453.201524898, 111.79186755229038, -168.45085719576065, 269.60649281802563, 228355.02170883433, -1380.517489712737, 0.013642517092232324, 0.007985175014400719, 0.004449812006670222, 1073.1856440113825
9691283.100589797, 113.44673829317901, -167.45627965986552, 257.16706279821346, 207768.91029414738, -1337.7451313572135, 0.013821526388038304, 0.008306739201844309, 0.004449812006670222, 1127.1017882557599
9536283.255657269, 115.12211016497552, -166.4195723116765, 245.12917487241913, 188773.0007196142, -1294.5630096320403, 0.013992752402751604, 0.0086586085641792, 0.004449812006670223, 1185.6136213655047
9386501.1445744, 116.81687240839429, -165.33668599229298, 233.49651635402302, 171281.5891554954, -1250.9843516094172, 0.014154701325062538, 0.009044296614107631, 0.0044498120066702234, 1249.2592579691307
9241982.646949423, 118.52971277881076, -164.2030931632577, 222.2726504309897, 155210.79700644498, -1207.022505824638, 0.014305690343824782, 0.009467798790973113, 0.004449812006670223, 1318.654622224996
9102772.030098446, 120.25909166088796, -163.01372186713672, 211.4610150744366, 140478.7059315287, -1162.6909381863152, 0.014443820452533375, 0.009933662097188422, 0.004449812006670223, 1394.5063463853546
8968911.935485912, 122.00321233002252, -161.76288035394202, 201.06492198554773, 127005.48932907464, -1118.0032278526753, 0.014566944267454859, 0.010447063057378598, 0.004449812006670223, 1477.6268911263342
8840443.36566317, 123.75998664389671, -160.444171424307, 191.087555581172, 114713.54011576071, -1072.9730630714357, 0.014672627859745414, 0.011013893604345786, 0.004449812006670223, 1568.9521954634622
8717405.671709018, 125.52699530964784, -159.05039571248258, 181.5319720184077, 103527.59463419416, -1027.6142369871993, 0.01475810545085668, 0.01164085345399466, 0.004449812006670223, 1669.5621383026757
8599836.541176122, 127.30144171877356, -157.5734435102257, 172.4010982584748, 93374.852528353, -981.9406434163952, 0.014820225690086982, 0.012335545812117687, 0.004449812006670223, 1780.7040056069961
8487771.986546954, 129.08009818016183, -156.00417543997386, 163.69773117015797, 84185.092431546, -935.9662725918251, 0.014855388163508086, 0.01310657050546732, 0.004449812006670222, 1903.8189582360699
8381246.33420287, 130.8592432272269, -154.33229350728746, 155.42453667310266, 75890.78331704915, -889.7052068768471, 0.014859468844650083, 0.013963604334379123, 0.004449812006670223, 2040.571105670923
8280292.213909619, 132.63458855786226, -152.54620606996582, 147.58404892121922, 68427.19136723434, -843.1716164521109, 0.014827733507500964, 0.01491745188088148, 0.004449812006670223, 2192.878079849444
8184940.548822552, 134.40119413864826, -150.63289344343062, 140.17866952644857, 61732.482222872044, -796.379754975061, 0.014754738874033191, 0.015980040194573077, 0.004449812006670223, 2362.940762862502
8095220.546014591, 136.15337015680544, -148.57778575671577, 133.2106668231276, 55747.81848031066, -749.3439552138163, 0.01463422276621006, 0.017164316475217257, 0.004449812006670223, 2553.2677261336235
8011159.687529832, 137.88456497967755, -146.36467198633719, 126.6821751731774, 50417.45231042352, -702.0786246570319, 0.014458987240485964, 0.018483987674223542, 0.004449812006670223, 2766.686491333111
7932783.7219655365, 139.5872393078004, -143.9756696745908, 120.59519431232809, 45688.81307956295, -654.598241100813, 0.014220783276250478, 0.019953013656617405, 0.004449812006670223, 3006.3282067826945
7860116.656585122, 141.25272861933124, -141.3912995407486, 114.9515887375833, 41512.58985925702, -606.9173482137793, 0.01391021298494793, 0.021584731132642476, 0.004449812006670223, 3275.563788738528
7793180.749964526, 142.87109926868138, -138.5907285200216, 109.75308713610794, 37842.80871801432, -559.0505510823498, 0.013516676609804813, 0.023390446944374834, 0.004449812006670222, 3577.856919649572
7731996.505174179, 144.43100881256572, -135.55226808045208, 105.0012818557144, 34636.9046953736, -511.0125117372498, 0.013028407833334999, 0.025377305977365726, 0.004449812006670223, 3916.481789988594
7676582.66349875, 145.91958891654673, -132.25423874700587, 100.69762841711322, 31855.78836522913, -462.8179446620961, 0.01243266237025516, 0.02754523258793841, 0.004449812006670222, 4294.032029338684
7626956.1986965155, 147.32237993358964, -128.67632849391748, 96.84344506807358, 29463.90690246357, -414.48161228641834, 0.011716149533558415, 0.029882805801823144, 0.004449812006670222, 4711.627355116819
7583132.3118001465, 148.62335952658142, -124.80156620831526, 93.43991237963237, 27429.299574038756, -366.0183204636983, 0.010865817692310865, 0.03236212222174453, 0.004449812006670223, 5167.721445827324
7545124.426460492, 149.80512133350595, -120.61897641119174, 90.4880728844744, 25723.64758290349, -317.44291393627196, 0.009870107432083997, 0.03493310614715451, 0.004449812006670223, 5656.461213065495
7512944.184834799, 150.84926841938127, -116.1268462403004, 87.98883075759544, 24322.318200379603, -268.77027178819833, 0.008720745459956346, 0.037518395945618024, 0.004449812006670223, 6165.698474956328
7486601.444020609, 151.73708105011136, -111.33629754078632, 85.94295153934524, 23204.40313006644, -220.01530288768143, 0.007415035748762068, 0.04001079578454675, 0.004449812006670223, 6675.069801421803
7466104.273036445, 152.45048753983536, -106.2745337431563, 84.35106190093543, 22352.75105375525, -171.19294132038405, 0.0059583908153596175, 0.04227599181637158, 0.004449812006670223, 7155.035246915498
7451458.9503502, 152.97330203437974, -100.9868225211046, 83.21364945248523, 21753.99431735813, -122.31814181485409, 0.004366561178375647, 0.044163110980298875, 0.004449812006670223, 7568.197679892118
7442669.961955977, 153.2925990799936, -95.53617456625607, 82.5310625936608, 21398.56972241792, -73.40587516200048, 0.0026667777926902866, 0.04552396309780198, 0.004449812006670222, 7874.102544409018
7439740.000000001, 153.4, -90.0000000000001, 82.30351040695875, 21280.733396377036, -24.471123629100695, 0.000897015466700991, 0.046238283731577005, 0.004449812006670223, 8037.459603656369
